TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6
2988552,0,135536,30,W,5033,269,150,mastercard,224,debit,87,3,,,,1,1,0,0,0,0,0,0,2,0,1,0,20,1,347,347,30,,,,,,,347,191,,,,347,T,T,F,M0,F,F
2988553,0,135546,100,W,7638,174,150,visa,166,debit,87,,,yahoo.com,,1,2,0,0,0,6,0,0,2,0,2,0,45,1,471,471,0,471,0,,,,,471,,,,,168,,,,M0,T,F
2988554,0,135553,100,W,1039,391,150,visa,166,debit,87,,,,,1,1,0,0,0,1,0,0,2,0,1,0,18,1,161,161,2,,,,,,,161,,,,,161,,,,M1,F,T
2988555,0,135568,300,W,7676,512,150,visa,226,debit,87,,,,,1,2,0,0,0,0,0,0,2,0,1,0,15,1,86,86,3,,,,,,,56,,,,,86,,,,M0,T,T
2988556,0,135570,53.95,W,7919,194,150,mastercard,202,debit,87,,,yahoo.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,,,F
2988557,0,135585,20,W,10676,555,150,visa,195,debit,87,,,bellsouth.net,,1,2,0,0,0,2,0,0,1,0,1,0,25,1,288,288,18,288,18,,,,,288,,,,,288,,,,M0,T,
2988558,0,135603,59,W,7919,194,150,mastercard,202,debit,87,,,,,2,1,0,0,0,0,0,0,1,0,1,0,3,2,0,,,,,,,,,242,,,,,242,,,,M0,F,T
2988559,0,135604,39,W,15497,490,150,visa,226,debit,87,2,,gmail.com,,1,2,0,0,0,1,0,0,1,0,1,0,2,1,14,14,14,15,14,,,,,15,15,,,,15,T,T,T,M0,T,F
2988560,0,135607,87.95,W,12695,490,150,visa,226,debit,87,,,gmail.com,,156,159,0,0,158,149,0,0,62,0,149,0,279,94,211,211,57,455,57,,,,,452,,,,,0,,,,,,F
2988561,0,135609,210,W,17400,174,150,visa,226,debit,87,,,anonymous.com,,2,2,0,0,0,1,0,0,3,0,1,0,6,2,17,17,3,22,3,,,,,17,,,,,22,,,,M0,T,T
2988562,0,135616,105,W,1675,174,150,visa,226,debit,87,,,,,1,1,0,0,0,0,0,0,1,0,1,0,6,1,58,58,13,,,,,,,58,,,,,91,,,,M0,F,T
2988563,0,135622,100,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,1,2,0,0,0,1,0,0,1,0,1,0,11,1,182,182,27,89,27,,,,,53,,,,,273,,,,M1,T,T
2988564,0,135639,67.95,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,133,123,0,0,135,109,0,0,87,0,97,0,464,112,151,151,52,485,0,,,,,222,,,,,335,,,,,,T
2988565,0,135686,100,H,7585,553,150,visa,226,credit,87,,,gmail.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,353.5416565,0.541665971,,,,,,,,,,,,
2988566,0,135706,703.95,W,16485,174,150,visa,226,debit,87,,,hotmail.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,,,T
2988567,0,135718,25,S,2884,490,150,visa,226,debit,87,,,,gmail.com,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2988568,0,135725,75,R,11782,520,150,american express,190,credit,87,,,anonymous.com,anonymous.com,1,1,0,2,0,2,0,2,0,1,2,0,3,1,346,346,,,,,,207.5416718,0.541665971,,,,,,,,,,,,
2988569,0,135728,100,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,13,13,0,0,14,15,0,0,13,0,11,0,60,11,456,456,30,212,30,,,,,456,,,,,456,,,,,,T
2988570,0,135747,26,W,17131,111,150,mastercard,224,debit,87,70,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,F,F
2988571,0,135783,45,W,9500,321,150,visa,226,debit,87,22,,gmail.com,,2,2,0,0,0,1,0,0,1,0,1,0,6,1,41,41,0,41,0,,,,,0,41,,,,41,T,T,T,M1,T,T
2988572,0,135813,57.95,W,5973,354,143,visa,226,debit,87,,,,,6,5,0,0,5,6,0,0,3,0,5,0,8,3,0,,,,,,,,,190,0,,,,190,T,T,T,,,F
2988573,0,135815,60,W,13780,298,150,visa,226,debit,87,,,aol.com,,1,1,0,0,0,1,0,0,1,0,1,0,2,1,7,7,4,7,4,,,,,7,,,,,7,,,,M0,T,T
2988574,0,135835,117,W,1857,555,150,visa,226,debit,87,,,yahoo.com,,2,3,0,0,0,1,0,0,2,0,2,0,4,2,0,,,31,11,,,,,0,,,,,31,,,,M0,F,
2988575,0,135840,21.95,W,12570,462,150,visa,226,debit,87,18,,gmail.com,,99,83,0,0,98,57,0,0,57,0,55,0,413,91,25,25,25,0,,,,,,0,0,,,,25,T,F,F,,,T
2988576,0,135875,49,W,7919,194,150,mastercard,202,debit,87,8,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,,,0,,,,,,0,0,,,,202,T,F,F,M0,T,F
2988577,0,135876,35,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,17,10,0,0,5,8,0,0,9,0,9,0,49,12,364,364,30,364,30,,,,,364,,,,,364,,,,,,F
2988578,0,135886,35.95,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,2,2,0,0,1,1,0,0,1,0,2,0,2,2,0,,,485,242,,,,,0,,,,,0,,,,,,F
2988579,0,135910,42.95,W,12839,321,150,visa,226,debit,87,3,,,,1,1,0,0,2,0,0,0,1,0,1,0,13,1,424,424,30,,,,,,,424,363,,,,424,T,T,T,,,F
2988580,0,135940,30,W,7919,194,150,mastercard,202,debit,87,,,yahoo.com,,1,1,0,0,0,2,0,0,1,0,1,0,4,1,153,153,24,61,24,,,,,153,,,,,153,,,,M0,F,F
2988581,0,135952,207,W,17400,174,150,visa,226,debit,87,6,,anonymous.com,,2,2,0,0,0,1,0,0,3,0,1,0,6,2,17,17,0,22,0,,,,,17,13,,,,22,T,T,F,M0,T,T
2988582,0,135953,49,W,9708,562,150,visa,226,credit,87,8,,msn.com,,2,1,0,0,0,1,0,0,2,0,2,0,1,1,0,,,216,216,,,,,216,216,,,,0,T,T,T,M0,F,T
2988583,0,135985,20,W,7166,435,150,visa,226,debit,87,12,,gmail.com,,2,2,0,0,0,1,0,0,1,0,2,0,25,2,238,238,48,275,48,,,,,238,275,,,,238,T,T,T,M0,T,F
2988584,0,135986,40,W,15385,111,150,mastercard,224,debit,87,,,gmail.com,,15,10,0,0,2,5,0,0,6,0,5,0,23,8,282,282,12,426,12,,,,,426,,,,,426,,,,,,F
2988585,0,136018,25.95,W,17188,321,150,visa,226,debit,87,,,,,1,2,0,0,3,0,0,0,2,0,1,0,29,1,410,410,14,,,,,,,60,,,,,486,,,,,,F
2988586,0,136021,209.95,W,11145,460,150,mastercard,224,debit,87,1,,aol.com,,4,2,0,0,2,3,0,0,3,0,3,0,8,3,30,30,30,30,26,,,,,485,30,,,,485,T,T,T,,,T
2988587,0,136023,49,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,1,1,0,0,0,2,0,0,1,0,1,0,1,1,0,,0,0,,,,,,0,,,,,202,,,,M0,T,F
2988588,0,136024,57.95,W,5973,354,143,visa,226,debit,87,,,gmail.com,,6,5,0,0,6,6,0,0,3,0,5,0,9,3,0,0,0,190,190,,,,,190,,,,,190,,,,,,F
2988589,0,136053,50,W,2803,100,150,visa,226,debit,87,,,gmail.com,,8,5,0,0,3,5,0,0,7,0,5,0,21,4,126,126,14,126,14,,,,,126,,,,,126,,,,,,F
2988590,0,136059,57.95,W,10930,444,150,visa,226,debit,87,10,,yahoo.com,,17,16,0,0,7,9,0,0,10,0,14,0,33,11,0,,,0,,,,,,306,0,,,,306,T,F,F,,,F
2988591,0,136119,40,W,10908,333,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,3,1,22,22,4,22,4,,,,,22,,,,,22,,,,M0,T,F
2988592,0,136123,350,W,9500,321,150,visa,226,debit,87,,,ymail.com,,2,1,0,0,0,1,0,0,2,0,1,0,6,2,42,42,12,185,12,,,,,185,,,,,185,,,,M1,T,T
2988593,0,136160,200,W,3094,276,150,visa,226,debit,87,9,,yahoo.com,,111,103,0,0,90,86,0,0,68,0,81,0,435,92,109,109,4,415,4,,,,,415,326,,,,415,T,T,T,,,T
2988594,0,136172,209.95,W,18132,567,150,mastercard,117,debit,87,3,,,,8,8,0,0,2,2,0,0,3,0,4,0,13,7,0,,,,,,,,,242,265,,,,182,T,T,T,,,T
2988595,0,136176,100,W,12544,321,150,visa,226,debit,87,2,,hotmail.com,,3,3,0,0,1,3,0,0,2,0,3,0,6,3,367,367,71,368,71,,,,,368,71,,,,368,T,T,T,,,T
2988596,0,136199,209.95,W,15205,270,150,visa,166,debit,87,34,,hotmail.com,,5,6,0,0,6,4,0,0,4,0,5,0,14,4,387,387,164,340,164,,,,,387,351,,,,401,T,F,F,,,F
2988597,0,136210,75,W,12037,595,150,mastercard,224,debit,87,11,,,,1,1,0,0,1,0,0,0,2,0,1,0,17,1,184,184,15,,,,,,,184,184,,,,184,T,T,T,,,T
2988598,0,136218,335,W,7919,194,150,mastercard,202,debit,87,2,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,F,F
2988599,0,136219,110,W,4272,111,150,visa,226,debit,87,,,,,1,3,0,0,0,0,0,0,1,0,1,0,26,1,155,155,16,,,,,,,155,,,,,155,,,,M1,F,F
2988600,0,136244,250,W,7919,194,150,mastercard,202,debit,87,,,rocketmail.com,,2,2,0,0,1,2,0,0,2,0,2,0,15,2,455,455,28,91,28,,,,,455,,,,,455,,,,,,F
2988601,0,136277,361.95,W,4425,562,150,mastercard,197,credit,87,5,,gmail.com,,2,1,0,0,1,2,0,0,1,0,1,0,11,2,0,,,135,30,,,,,154,154,,,,154,T,T,T,,,T
2988602,0,136283,35,W,3579,554,150,mastercard,224,debit,87,,,comcast.net,,1,1,0,0,0,1,0,0,2,0,2,0,8,1,70,70,1,71,1,,,,,71,,,,,51,,,,M1,F,T
2988603,0,136287,100,W,2803,100,150,visa,226,debit,87,,,anonymous.com,,4,4,0,0,2,4,0,0,2,0,3,0,33,4,21,21,14,462,14,,,,,476,,,,,476,,,,,,T
2988604,0,136302,59,W,9500,321,150,visa,226,debit,87,9,,aol.com,,2,1,0,0,0,2,0,0,1,0,1,0,3,2,0,,,99,99,,,,,114,114,,,,114,T,T,T,M0,T,T
2988605,0,136314,60,W,9500,321,150,visa,226,debit,87,268,,aol.com,,4,3,0,0,2,2,0,0,2,0,3,0,37,4,475,475,16,475,16,,,,,475,475,,,,475,T,T,T,,,T
2988606,0,136315,107.95,W,7919,194,150,mastercard,202,debit,87,3,,yahoo.com,,128,129,0,0,213,87,0,0,90,0,98,0,610,95,151,151,28,8,8,,,,,231,280,,,,280,T,T,T,,,F
2988607,0,136328,80,W,11465,360,150,visa,166,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,2,1,13,13,1,14,1,,,,,14,,,,,14,,,,M0,F,F
2988608,0,136339,80,W,13455,480,150,mastercard,117,debit,87,24,,yahoo.com,,3,4,0,0,1,4,0,0,2,0,2,0,98,2,299,299,0,346,0,,,,,274,316,,,,347,T,T,T,M1,T,F
2988609,0,136376,47.95,W,3492,443,150,mastercard,224,debit,87,,,yahoo.com,,135,130,0,0,90,111,0,0,96,0,108,0,498,112,224,224,8,225,8,,,,,225,,,,,225,,,,,,F
2988610,0,136411,150,H,16914,399,150,american express,131,credit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,0.541665971,0.541665971,,,,,,,,,,,,
2988611,0,136414,100,W,7994,555,150,visa,226,debit,87,,,aol.com,,2,1,0,0,2,1,0,0,1,0,2,0,19,2,455,455,11,455,11,,,,,455,,,,,357,,,,,,T
2988612,1,136448,80,W,9499,555,150,visa,226,debit,87,,,,,4,1,0,0,0,1,0,0,3,0,2,0,16,4,399,399,2,,,,,,,399,,,,,399,,,,M1,F,T
2988613,0,136478,107.95,W,13249,111,150,visa,226,debit,87,3,,,,3,4,0,0,2,3,0,0,5,0,4,0,20,1,445,445,33,,,,,,,445,364,,,,33,T,T,F,,,F
2988614,0,136539,29,W,13481,199,150,mastercard,224,debit,87,0,,,,2,1,0,0,1,0,0,0,1,0,1,0,6,2,183,183,0,,,,,,,251,183,,,,251,T,T,T,M0,F,T
2988615,0,136540,226,W,6335,111,150,visa,162,credit,87,129,,yahoo.com,,2,2,0,0,0,1,0,0,1,0,1,0,5,2,397,397,188,397,188,,,,,284,188,,,,397,T,T,T,M0,T,T
2988616,0,136548,78.5,W,17458,507,150,visa,226,debit,87,,,gmail.com,,2,1,0,0,0,1,0,0,1,0,2,0,4,2,0,,,70,56,,,,,76,,,,,0,,,,M0,F,F
2988617,0,136557,250,W,12501,490,150,visa,226,debit,87,10,,aol.com,,1,3,0,0,0,3,0,0,1,0,2,0,7,1,88,88,0,28,0,,,,,0,88,,,,0,T,T,F,M1,F,F
2988618,0,136567,108.5,W,1939,360,150,visa,166,debit,87,,,,,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,,,,,,,0,,,,,0,,,,M0,T,T
2988619,0,136578,97,W,7919,194,150,mastercard,202,debit,87,141,,,,2,4,0,0,0,4,0,0,1,0,2,0,8,2,28,28,0,,,,,,,28,226,,,,233,T,T,T,M0,T,F
2988620,0,136617,160,W,17657,555,150,visa,226,debit,87,,,,,5,3,0,0,0,3,0,0,3,0,2,0,41,5,338,338,2,,,,,,,244,,,,,338,,,,M0,F,T
2988621,0,136628,100,R,1675,174,150,visa,226,debit,87,,,gmail.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2988622,0,136631,50,H,16659,170,150,visa,226,credit,87,,,anonymous.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,4.541666031,0.541665971,,,,,0,,,,,,,
2988623,0,136636,38.427,C,15885,545,185,visa,138,debit,,,226,anonymous.com,anonymous.com,1,5,0,1,0,1,1,1,0,3,2,2,5,1,210,210,24,210,24,210,24,210.5416718,0.541665971,0,,210,210,,210,,,,M2,,
2988624,0,136653,97,W,7861,494,150,visa,226,credit,87,9,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,1,0,2,1,55,55,56,56,56,,,,,56,56,,,,56,T,T,T,M1,F,T
2988625,0,136662,30,W,1974,111,150,visa,226,debit,87,,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,2,1,14,14,14,462,14,,,,,462,,,,,462,,,,,,T
2988626,0,136678,100,W,18018,452,150,mastercard,117,debit,87,,,anonymous.com,,1,1,0,0,1,1,0,0,1,0,1,0,12,1,396,336,31,396,31,,,,,396,,,,,396,,,,,,T
2988627,0,136687,151,W,1444,490,150,visa,166,debit,87,268,,gmail.com,,3,4,0,0,0,3,0,0,1,0,3,0,6,2,0,,0,238,0,,,,,227,238,,,,0,T,T,F,M0,F,F
2988628,0,136692,309.95,W,15497,490,150,visa,226,debit,87,9,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,481,393,,,,,0,0,,,,0,T,T,T,,,F
2988629,0,136713,77,W,12695,490,150,visa,226,debit,87,48,,gmail.com,,1,1,0,0,0,1,0,0,2,0,1,0,8,1,255,255,22,255,22,,,,,255,255,,,,255,T,F,F,M0,F,T
2988630,0,136714,335,W,6739,264,150,visa,226,credit,87,0,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M1,F,T
2988631,0,136721,300,W,7919,194,150,mastercard,202,debit,87,,,,,1,2,0,0,0,0,0,0,1,0,1,0,2,1,26,22,0,,,,,,,26,,,,,26,,,,M1,T,F
2988632,0,136774,170,W,16163,551,150,visa,226,debit,87,,,optonline.net,,1,1,0,0,0,2,0,0,2,0,1,0,8,1,453,453,2,453,2,,,,,453,,,,,453,,,,M0,F,T
2988633,0,136776,190,W,17400,174,150,visa,226,debit,87,6,,anonymous.com,,2,2,0,0,0,1,0,0,3,0,1,0,6,2,17,17,0,22,0,,,,,17,13,,,,22,T,T,F,M0,T,T
2988634,0,136806,92,W,7919,194,150,mastercard,202,debit,87,80,,gmail.com,,4,4,0,0,0,2,0,0,2,0,1,0,2,2,0,,0,153,0,,,,,5,152,,,,153,T,T,T,M0,F,F
2988635,0,136809,100,W,6369,308,150,visa,226,debit,87,,,,,7,4,0,0,1,6,0,0,4,0,3,0,67,5,109,109,7,,,,,,,474,,,,,481,,,,,,
2988636,0,136816,125.95,W,7919,194,150,mastercard,202,debit,87,4,,gmail.com,,3,3,0,0,3,4,0,0,4,0,3,0,27,3,154,154,30,365,63,,,,,386,183,,,,30,T,T,F,,,F
2988637,0,136819,72.95,W,12839,321,150,visa,226,debit,87,,,gmail.com,,4,3,0,0,1,2,0,0,2,0,2,0,9,4,235,235,18,279,18,,,,,210,,,,,392,,,,,,T
2988638,0,136830,159.95,W,7919,194,150,mastercard,202,debit,87,1,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,,,F
2988639,0,136859,50,W,12544,321,150,visa,226,debit,87,15,,,,6,5,0,0,1,4,0,0,3,0,4,0,17,4,424,424,17,,,,,,,460,357,,,,460,T,F,F,,,T
2988640,0,136875,120,W,7919,194,150,mastercard,202,debit,87,,,,,2,3,0,0,0,2,0,0,2,0,3,0,13,2,183,183,29,,,,,,,421,,,,,183,,,,M0,F,F
2988641,0,136918,107.95,W,7919,194,150,mastercard,202,debit,87,2,,,,3,4,0,0,2,3,0,0,4,0,3,0,11,3,182,182,28,,,,,,,0,120,,,,182,T,T,T,,,F
2988642,0,136930,59,W,7919,194,150,mastercard,202,debit,87,20,,,,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,0,,,,0,T,T,T,M0,T,F
2988643,1,136950,110,W,2803,100,150,visa,226,debit,87,,,yahoo.com,,1,2,0,0,0,1,0,0,1,0,1,0,4,1,48,28,3,48,3,,,,,28,,,,,48,,,,M1,T,F
2988644,0,136954,280,W,12501,490,150,visa,226,debit,87,42,,aol.com,,1,4,0,0,0,3,0,0,1,0,2,0,7,1,88,88,0,28,28,,,,,0,88,,,,0,T,T,F,M1,F,F
2988645,0,136965,36.95,W,18132,567,150,mastercard,117,debit,87,17,,gmail.com,,2,3,0,0,2,1,0,0,2,0,2,0,12,2,48,48,6,48,6,,,,,6,0,,,,48,T,T,T,,,F
2988646,0,136966,151,W,1444,490,150,visa,166,debit,87,,,gmail.com,,3,4,0,0,0,3,0,0,1,0,3,0,7,3,0,,0,238,0,,,,,227,,,,,0,,,,M0,F,F
2988647,0,136979,59,W,6519,268,150,visa,166,debit,87,3,,gmail.com,,1,2,0,0,0,1,0,0,1,0,1,0,5,1,32,32,14,32,14,,,,,21,32,,,,32,T,T,T,M0,T,
2988648,0,136982,107.95,W,7919,194,150,mastercard,202,debit,87,0,,gmail.com,,5,6,0,0,3,4,0,0,3,0,3,0,23,4,28,28,27,0,,,,,,364,424,,,,485,T,T,T,,,T
2988649,0,137006,20,W,12544,321,150,visa,226,debit,87,,,aol.com,,1,1,0,0,0,1,0,0,1,0,1,0,2,1,30,30,30,30,30,,,,,30,,,,,455,,,,M0,F,T
2988650,0,137022,212,W,17400,174,150,visa,226,debit,87,6,,anonymous.com,,2,2,0,0,0,1,0,0,3,0,1,0,6,2,17,17,0,22,0,,,,,17,13,,,,22,T,T,F,M0,T,T
2988651,0,137032,40,W,13623,585,150,visa,226,debit,87,,,,,2,2,0,0,2,1,0,0,2,0,2,0,21,2,235,235,14,,,,,,,235,,,,,235,,,,,,T
2988652,0,137043,47.95,W,7919,194,150,mastercard,202,debit,87,46,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,F,,,F
2988653,0,137081,107.95,W,7919,194,150,mastercard,202,debit,87,4,,yahoo.com,,3,3,0,0,1,1,0,0,1,0,2,0,5,3,28,28,28,59,11,,,,,11,0,,,,59,T,T,T,,,F
2988654,0,137086,335,W,7919,194,150,mastercard,202,debit,87,1,,,,1,2,0,0,0,0,0,0,1,0,1,0,2,1,26,22,0,,,,,,,26,22,,,,26,T,T,T,M2,T,F
2988655,0,137100,47.128,C,10876,104,185,visa,137,credit,,,483,hotmail.com,hotmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,7.583333015,0.583333015,0,,0,0,0,0,,,,M2,,
2988656,0,137127,100,W,7919,194,150,mastercard,202,debit,87,698,,yahoo.com,,2,2,0,0,1,1,0,0,2,0,2,0,16,2,456,456,30,456,30,,,,,456,0,,,,456,T,F,F,,,F
2988657,0,137140,171,W,12839,321,150,visa,226,debit,87,62,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,3,1,243,243,58,58,58,,,,,243,243,,,,243,T,T,T,M0,F,F
2988658,0,137178,209.95,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,2,3,0,0,2,1,0,0,1,0,2,0,3,2,0,,0,18,18,,,,,0,,,,,0,,,,,,F
2988659,0,137212,108.95,W,12695,490,150,visa,226,debit,87,,,gmail.com,,2,1,0,0,1,1,0,0,1,0,1,0,4,2,14,14,14,214,14,,,,,214,,,,,214,,,,,,F
2988660,0,137243,40,W,13089,194,150,mastercard,202,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,3,1,392,392,213,392,213,,,,,392,,,,,392,,,,M0,F,F
2988661,0,137256,50,W,7919,194,150,mastercard,202,debit,87,,,,,4,4,0,0,1,0,0,0,3,0,3,0,12,3,63,63,30,,,,,,,70,,,,,70,,,,,,F
2988662,0,137270,160.5,W,3368,572,150,mastercard,224,debit,87,3,,,,2,2,0,0,0,2,0,0,1,0,1,0,2,1,24,24,24,,,,,,,0,24,,,,181,T,T,T,M0,T,T
2988663,0,137281,15,S,1039,391,150,visa,166,debit,87,,,,gmail.com,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,,,,,,,28.58333206,0.583333015,,,,,,,,,,,,
2988664,0,137287,105,W,5033,269,150,mastercard,224,debit,87,3,,gmail.com,,2,3,0,0,0,1,0,0,1,0,1,0,14,2,0,,,157,11,,,,,31,187,,,,187,T,T,T,M0,T,T
2988665,0,137287,105.95,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,5,6,0,0,3,4,0,0,3,0,3,0,24,4,28,28,0,0,0,,,,,364,,,,,485,,,,,,T
2988666,0,137289,100,W,2772,512,150,visa,226,debit,87,,,outlook.com,,1,2,0,0,1,1,0,0,1,0,1,0,13,1,485,455,28,485,28,,,,,79,,,,,485,,,,,,T
2988667,0,137335,50,R,2616,327,150,discover,102,credit,87,,,hotmail.com,hotmail.com,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,,,,,,,29.58333206,0.583333015,,,,,,,,,,,,
2988668,0,137353,60,W,12839,321,150,visa,226,debit,87,,,yahoo.com,,2,1,0,0,0,1,0,0,1,0,1,0,11,2,45,45,4,170,4,,,,,170,,,,,474,,,,M1,T,F
2988669,0,137386,50,W,15446,460,150,mastercard,224,debit,87,,,gmail.com,,4,5,0,0,0,4,0,0,3,0,2,0,21,2,221,221,5,153,18,,,,,36,,,,,221,,,,M1,F,T
2988670,0,137413,77,W,7919,194,150,mastercard,202,debit,87,,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,2,1,30,30,30,0,,,,,,30,,,,,30,,,,M0,F,F
2988671,0,137422,171,W,12946,321,150,visa,226,debit,87,1,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M1,F,T
2988672,0,137422,50,R,2616,327,150,discover,102,credit,87,,,hotmail.com,hotmail.com,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,,,,,,,29.58333206,0.583333015,,,,,,,,,,,,
2988673,0,137425,53.97,W,7919,194,150,mastercard,202,debit,87,0,,,,18,19,0,0,10,11,0,0,12,0,15,0,52,15,336,336,0,,,,,,,395,275,,,,91,T,T,T,,,F
2988674,0,137429,75,W,12695,490,150,visa,226,debit,87,,,gmail.com,,4,3,0,0,3,2,0,0,2,0,3,0,12,4,269,269,16,84,16,,,,,437,,,,,485,,,,,,
2988675,0,137480,40,W,11207,361,150,visa,226,debit,87,,,gmail.com,,1,2,0,0,0,2,0,0,3,0,1,0,94,1,349,349,2,45,2,,,,,419,,,,,482,,,,M0,F,F
2988676,0,137484,49,W,13089,194,150,mastercard,202,debit,87,7,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,3,1,392,392,0,392,0,,,,,392,303,,,,392,T,F,F,M0,F,F
2988677,0,137494,90,W,13833,111,150,visa,226,debit,87,,,,,1,1,0,0,3,1,0,0,1,0,1,0,29,1,426,426,61,,,,,,,426,,,,,426,,,,,,F
2988678,0,137542,50,R,2616,327,150,discover,102,credit,87,,,hotmail.com,hotmail.com,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,,,,,,,29.58333206,0.583333015,,,,,,,,,,,,
2988679,0,137548,77,W,12839,321,150,visa,226,debit,87,17,,yahoo.com,,2,1,0,0,0,1,0,0,1,0,1,0,11,2,45,45,0,170,0,,,,,170,423,,,,474,T,T,T,M1,T,F
2988680,1,137550,80,W,3524,555,150,visa,226,debit,87,,,yahoo.com,,9,4,0,0,0,5,0,0,8,0,1,0,23,6,4,4,0,38,0,,,,,280,,,,,280,,,,M0,F,F
2988681,0,137561,50,W,9500,321,150,visa,226,debit,87,,,gmail.com,,107,84,0,0,83,67,0,0,55,0,66,0,384,85,0,,0,31,0,,,,,197,,,,,197,,,,,,F
2988682,0,137567,87,W,2377,203,150,visa,166,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,M0,F,T
2988683,0,137598,35.95,W,7919,194,150,mastercard,202,debit,87,11,,gmail.com,,1,2,0,0,2,1,0,0,1,0,1,0,1,1,0,,0,0,0,,,,,0,0,,,,0,T,T,T,,,F
2988684,0,137602,5,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,10,8,0,0,3,3,0,0,1,0,2,0,11,4,295,295,30,86,86,,,,,214,,,,,486,,,,,,F
2988685,0,137645,87.95,W,7919,194,150,mastercard,202,debit,87,,,gmail.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,,,F
2988686,0,137649,9.546,C,6616,555,162,visa,226,debit,,,811,gmail.com,gmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,,,0,,0,0,0,0,,,,M2,,
2988687,0,137659,200,W,10057,225,150,mastercard,224,debit,87,238,,gmail.com,,150,130,0,0,172,114,0,0,90,0,98,0,648,120,454,454,40,454,40,,,,,454,420,,,,454,T,T,T,,,F
2988688,0,137666,50,S,16659,170,150,visa,226,credit,87,,70,,live.com,9,14,0,3,0,1,0,13,0,10,7,0,51,9,314,314,,,,682,22,822.583313,0.583333015,,,,,,,,,,,,
2988689,0,137706,47.95,W,6207,355,150,visa,166,debit,87,14,,gmail.com,,2,2,0,0,2,1,0,0,2,0,3,0,3,2,0,,,16,16,,,,,16,0,,,,0,T,T,T,,,T
